         16367159 function calls (16039132 primitive calls) in 18.579 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:829(_ensure_listlike_indexer)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/common.py:690(is_signed_integer_dtype)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1478(enumerate)
      120    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:380(is_unique)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/common.py:266(index_labels_to_array)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:5272(delete)
       12    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:1392(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:950(_validate_or_indexify_columns)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:1073(_ixs)
        4    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2738(is_label_like)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/errors/__init__.py:535(_check_cacher)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1391(np_find_common_type)
       21    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:915(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:974(_is_nested_tuple_indexer)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/series.py:789(values)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1251(_is_scalar_access)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:1386(normalize_axis_tuple)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:249(compile)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2000(external_values)
        9    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:903(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:553(equals)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1145(ident)
       21    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:463(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:288(_compile)
       15    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2772(<genexpr>)
       20    0.000    0.000    0.000    0.000 /tmp/ipykernel_85203/2810657869.py:28(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2398(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2376(ravel)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/iostream.py:550(_is_master_process)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:922(<listcomp>)
        7    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/common.py:311(is_null_slice)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:404(is_dataclass)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:249(external_values)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/common.py:343(is_full_slice)
        6    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1181(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/managers.py:2311(_fast_count_smallints)
       15    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2781(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1226(_validate_key)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:532(treat_as_nested)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:935(_expand_ellipsis)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2827(external_values)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1169(is_alive)
        5    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:992(_validate_key_length)
       19    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:3809(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexers/utils.py:123(check_setitem_lengths)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       11    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:483(_view)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/iostream.py:505(parent_header)
        9    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:902(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/base.py:5295(_validate_fill_value)
        6    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:981(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2381(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2331(_ensure_iterable_column_indexer)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:2721(is_nested_tuple)
        1    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1210(is_dataclass)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/generic.py:3995(_maybe_update_cacher)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:306(is_named_tuple)
        6    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1180(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:1435(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/common.py:323(is_empty_slice)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1102(_wait_for_tstate_lock)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/_methods.py:46(_amin)
        8    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:376(dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/types.py:176(__get__)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:369(should_store)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:196(mgr_to_mgr)
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:280(start)
        6    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:941(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/ipykernel/iostream.py:138(_event_pipe)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:130(_engine_type)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/construction.py:688(_sanitize_non_ordered)
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/blocks.py:805(_maybe_copy)
        2    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/internals/construction.py:916(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:315(step)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        3    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexing.py:1248(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:298(stop)
        2    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:801(value)
        2    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3523(ndim)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3519(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/dateutil/tz/tz.py:74(utcoffset)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:5452(_insert_dispatcher)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:553(is_set)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:5268(_delete_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:1444(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/numeric.py:1509(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/pandas/core/indexes/range.py:231(_constructor)
        1    0.000    0.000    0.000    0.000 /home/ben/Individual_Project/env/lib/python3.10/site-packages/numpy/_core/multiarray.py:919(bincount)


